.hmiCommands.slitter1.tractionMotorStopCmd,BOOL,,,,Var,ReadWrite,169
.machineConfig.slitter1.knifeSharpeningDistance,INT,,,,Var,ReadWrite,170
.machineConfig.slitter1.knifeSharpeningTimeMS,INT,,,,Var,ReadWrite,171
.hmiCommands.slitter1.knifeManualSharpeningCmdArr,BOOL,[1..20],,,Var,ReadWrite,172
.hmiStatus.slitter1.knifeRunningMetersTotalArr,DINT,[1..7],,,Var,ReadWrite,173
.hmiStatus.slitter1.knifeRunningMetersArr,INT,[1..7],,,Var,ReadWrite,174
.machineConfig.slitter1.knifeLubrificationDistance,INT,,,,Var,ReadWrite,175
.machineConfig.slitter1.knifeLubrificationTimeMS,INT,,,,Var,ReadWrite,176
.hmiCommands.slitter1.knifeManualLubrificationCmdArr,BOOL,[1..20],,,Var,ReadWrite,177
.hmiStatus.slitter1.lubrificationRunningMetersArr,INT,[1..7],,,Var,ReadWrite,178
.hmiStatus.slitter1.flapSolenoidArr,BOOL,[1..27],,,Var,ReadWrite,179
.hmiCommands.slitter1.flapsManualCmdArr[1].upCmd,BOOL,,,,Var,ReadWrite,180
.hmiCommands.slitter1.flapsManualCmdArr[1].downCmd,BOOL,,,,Var,ReadWrite,181
.hmiCommands.slitter1.flapsManualCmdArr[2].upCmd,BOOL,,,,Var,ReadWrite,182
.hmiCommands.slitter1.flapsManualCmdArr[3].upCmd,BOOL,,,,Var,ReadWrite,183
.hmiCommands.slitter1.flapsManualCmdArr[4].upCmd,BOOL,,,,Var,ReadWrite,184
.hmiCommands.slitter1.flapsManualCmdArr[5].upCmd,BOOL,,,,Var,ReadWrite,185
.hmiCommands.slitter1.flapsManualCmdArr[6].upCmd,BOOL,,,,Var,ReadWrite,186
.hmiCommands.slitter1.flapsManualCmdArr[7].upCmd,BOOL,,,,Var,ReadWrite,187
.hmiCommands.slitter1.flapsManualCmdArr[8].upCmd,BOOL,,,,Var,ReadWrite,188
.hmiCommands.slitter1.flapsManualCmdArr[9].upCmd,BOOL,,,,Var,ReadWrite,189
.hmiCommands.slitter1.flapsManualCmdArr[10].upCmd,BOOL,,,,Var,ReadWrite,190
.hmiCommands.slitter1.flapsManualCmdArr[11].upCmd,BOOL,,,,Var,ReadWrite,191
.hmiCommands.slitter1.flapsManualCmdArr[12].upCmd,BOOL,,,,Var,ReadWrite,192
.hmiCommands.slitter1.flapsManualCmdArr[13].upCmd,BOOL,,,,Var,ReadWrite,193
.hmiCommands.slitter1.flapsManualCmdArr[14].upCmd,BOOL,,,,Var,ReadWrite,194
.hmiCommands.slitter1.flapsManualCmdArr[2].downCmd,BOOL,,,,Var,ReadWrite,195
.hmiCommands.slitter1.flapsManualCmdArr[3].downCmd,BOOL,,,,Var,ReadWrite,196
.hmiCommands.slitter1.flapsManualCmdArr[4].downCmd,BOOL,,,,Var,ReadWrite,197
.hmiCommands.slitter1.flapsManualCmdArr[5].downCmd,BOOL,,,,Var,ReadWrite,198
.hmiCommands.slitter1.flapsManualCmdArr[6].downCmd,BOOL,,,,Var,ReadWrite,199
.hmiCommands.slitter1.flapsManualCmdArr[7].downCmd,BOOL,,,,Var,ReadWrite,200
.hmiCommands.slitter1.flapsManualCmdArr[8].downCmd,BOOL,,,,Var,ReadWrite,201
.hmiCommands.slitter1.flapsManualCmdArr[9].downCmd,BOOL,,,,Var,ReadWrite,202
.hmiCommands.slitter1.flapsManualCmdArr[10].downCmd,BOOL,,,,Var,ReadWrite,203
.hmiCommands.slitter1.flapsManualCmdArr[11].downCmd,BOOL,,,,Var,ReadWrite,204
.hmiCommands.slitter1.flapsManualCmdArr[12].downCmd,BOOL,,,,Var,ReadWrite,205
.hmiCommands.slitter1.flapsManualCmdArr[13].downCmd,BOOL,,,,Var,ReadWrite,206
.hmiCommands.slitter1.flapsManualCmdArr[14].downCmd,BOOL,,,,Var,ReadWrite,207
.hmiCommands.slitter1.flapsAllUP,BOOL,,,,Var,ReadWrite,208
.hmiCommands.slitter1.flapsAllDown,BOOL,,,,Var,ReadWrite,209
.hmiCommands.slitter1.flapsSetAuto,BOOL,,,,Var,ReadWrite,210
.hmiCommands.slitter1.flapsInvertDirection,BOOL,,,,Var,ReadWrite,211
.hmiCommands.slitter1.knifePosCorrectionArr[1].positionCorrection,REAL,,,,Var,ReadWrite,212
.hmiCommands.slitter1.knifePosCorrectionArr[1].execute,BOOL,,,,Var,ReadWrite,213
.hmiCommands.slitter1.knifePosCorrectionArr[2].positionCorrection,REAL,,,,Var,ReadWrite,214
.hmiCommands.slitter1.knifePosCorrectionArr[3].positionCorrection,REAL,,,,Var,ReadWrite,215
.hmiCommands.slitter1.knifePosCorrectionArr[4].positionCorrection,REAL,,,,Var,ReadWrite,216
.hmiCommands.slitter1.knifePosCorrectionArr[5].positionCorrection,REAL,,,,Var,ReadWrite,217
.hmiCommands.slitter1.scorerPosCorrectionArr[3].positionCorrection,REAL,,,,Var,ReadWrite,218
.hmiCommands.slitter1.scorerPosCorrectionArr[3].execute,BOOL,,,,Var,ReadWrite,219
.hmiCommands.slitter1.scorerPosCorrectionArr[5].positionCorrection,REAL,,,,Var,ReadWrite,220
.hmiCommands.slitter1.scorerPosCorrectionArr[5].execute,BOOL,,,,Var,ReadWrite,221
.hmiCommands.slitter1.scorerPosCorrectionArr[7].positionCorrection,REAL,,,,Var,ReadWrite,222
.hmiCommands.slitter1.scorerPosCorrectionArr[7].execute,BOOL,,,,Var,ReadWrite,223
.hmiCommands.slitter1.scorerPosCorrectionArr[1].positionCorrection,REAL,,,,Var,ReadWrite,224
.hmiCommands.slitter1.scorerPosCorrectionArr[1].execute,BOOL,,,,Var,ReadWrite,225
.hmiCommands.slitter1.scorerPosCorrectionArr[4].positionCorrection,REAL,,,,Var,ReadWrite,226
.hmiCommands.slitter1.scorerPosCorrectionArr[4].execute,BOOL,,,,Var,ReadWrite,227
.hmiCommands.slitter1.scorerPosCorrectionArr[6].positionCorrection,REAL,,,,Var,ReadWrite,228
.hmiCommands.slitter1.scorerPosCorrectionArr[6].execute,BOOL,,,,Var,ReadWrite,229
.hmiCommands.slitter1.scorerPosCorrectionArr[8].positionCorrection,REAL,,,,Var,ReadWrite,230
.hmiCommands.slitter1.scorerPosCorrectionArr[8].execute,BOOL,,,,Var,ReadWrite,231
.hmiCommands.slitter1.scorerPosCorrectionArr[2].positionCorrection,REAL,,,,Var,ReadWrite,232
.hmiCommands.slitter1.scorerPosCorrectionArr[2].execute,BOOL,,,,Var,ReadWrite,233
.hmiCommands.slitter1.knifePosCorrectionArr[2].execute,BOOL,,,,Var,ReadWrite,234
.hmiCommands.slitter1.knifePosCorrectionArr[3].execute,BOOL,,,,Var,ReadWrite,235
.hmiCommands.slitter1.knifePosCorrectionArr[4].execute,BOOL,,,,Var,ReadWrite,236
.hmiCommands.slitter1.knifePosCorrectionArr[5].execute,BOOL,,,,Var,ReadWrite,237
.currentOrder.generatedOrder.knifePositionReferenceArr,REAL,[1..10],,,Var,ReadWrite,238
.currentOrder.generatedOrder.knifeEnabledArr,BOOL,[1..10],,,Var,ReadWrite,239
.currentOrder.generatedOrder.scorerPositionReferenceArr,REAL,[1..20],,,Var,ReadWrite,240
.currentOrder.generatedOrder.scorerEnabledArr,BOOL,[1..20],,,Var,ReadWrite,241
.hmiCommands.slitter1.outfeedRoll_UpCmd,BOOL,,,,Var,ReadWrite,242
.hmiCommands.slitter1.outfeedRoll_DownCmd,BOOL,,,,Var,ReadWrite,243
.hmiCommands.slitter1.outfeedRoll_ManCmd,BOOL,,,,Var,ReadWrite,244
.hmiCommands.slitter1.knifeJogArr[1].jogFw,BOOL,,,,Var,ReadWrite,245
.hmiCommands.slitter1.knifeJogArr[1].jogRev,BOOL,,,,Var,ReadWrite,246
.hmiCommands.slitter1.knifeJogArr[2].jogFw,BOOL,,,,Var,ReadWrite,247
.hmiCommands.slitter1.knifeJogArr[2].jogRev,BOOL,,,,Var,ReadWrite,248
.hmiCommands.slitter1.knifeJogArr[3].jogFw,BOOL,,,,Var,ReadWrite,249
.hmiCommands.slitter1.knifeJogArr[3].jogRev,BOOL,,,,Var,ReadWrite,250
.hmiCommands.slitter1.knifeJogArr[4].jogFw,BOOL,,,,Var,ReadWrite,251
.hmiCommands.slitter1.knifeJogArr[4].jogRev,BOOL,,,,Var,ReadWrite,252
.hmiCommands.slitter1.knifeJogArr[5].jogFw,BOOL,,,,Var,ReadWrite,253
.hmiCommands.slitter1.knifeJogArr[5].jogRev,BOOL,,,,Var,ReadWrite,254
.hmiCommands.slitter1.scorerJogArr[1].jogFw,BOOL,,,,Var,ReadWrite,255
.hmiCommands.slitter1.scorerJogArr[1].jogRev,BOOL,,,,Var,ReadWrite,256
.hmiCommands.slitter1.scorerJogArr[3].jogFw,BOOL,,,,Var,ReadWrite,257
.hmiCommands.slitter1.scorerJogArr[3].jogRev,BOOL,,,,Var,ReadWrite,258
.hmiCommands.slitter1.scorerJogArr[5].jogFw,BOOL,,,,Var,ReadWrite,259
.hmiCommands.slitter1.scorerJogArr[5].jogRev,BOOL,,,,Var,ReadWrite,260
.hmiCommands.slitter1.scorerJogArr[7].jogFw,BOOL,,,,Var,ReadWrite,261
.hmiCommands.slitter1.scorerJogArr[7].jogRev,BOOL,,,,Var,ReadWrite,262
.hmiCommands.slitter1.scorerJogArr[2].jogFw,BOOL,,,,Var,ReadWrite,263
.hmiCommands.slitter1.scorerJogArr[2].jogRev,BOOL,,,,Var,ReadWrite,264
.hmiCommands.slitter1.scorerJogArr[4].jogFw,BOOL,,,,Var,ReadWrite,265
.hmiCommands.slitter1.scorerJogArr[4].jogRev,BOOL,,,,Var,ReadWrite,266
.hmiCommands.slitter1.scorerJogArr[6].jogFw,BOOL,,,,Var,ReadWrite,267
.hmiCommands.slitter1.scorerJogArr[6].jogRev,BOOL,,,,Var,ReadWrite,268
.hmiCommands.slitter1.scorerJogArr[8].jogFw,BOOL,,,,Var,ReadWrite,269
.hmiCommands.slitter1.scorerJogArr[8].jogRev,BOOL,,,,Var,ReadWrite,270
.hmiCommands.lineControl.speedInc,BOOL,,,,Var,ReadWrite,271
.hmiCommands.lineControl.speedDec,BOOL,,,,Var,ReadWrite,272
.hmiCommands.lineControl.speedStop,BOOL,,,,Var,ReadWrite,273
.hmiCommands.lowerStacker.startCmd,BOOL,,,,Var,ReadWrite,274
.hmiCommands.lowerStacker.stopCmd,BOOL,,,,Var,ReadWrite,275
.hmiCommands.lowerStacker.sheetConveyorsSpeedUpCmd,BOOL,,,,Var,ReadWrite,276
.hmiCommands.lowerStacker.packageCompleteCmd,BOOL,,,,Var,ReadWrite,277
.hmiCommands.lowerStacker.sheetStackDischargeConveyorManualRunCmd,BOOL,,,,Var,ReadWrite,278
.hmiCommands.lowerStacker.backstopAutoCmd,BOOL,,,,Var,ReadWrite,279
.hmiCommands.lowerStacker.backstopCloseCmd,BOOL,,,,Var,ReadWrite,280
.hmiCommands.lowerStacker.backstopHomeCmd,BOOL,,,,Var,ReadWrite,281
.hmiCommands.lowerStacker.backstopOpenCmd,BOOL,,,,Var,ReadWrite,282
.hmiCommands.lowerStacker.backstopExecutePositioningCmd,BOOL,,,,Var,ReadWrite,283
.machineConfig.lowerStacker.backstopSheetLengthOffsetMm,REAL,,,,Var,ReadWrite,284
.hmiStatus.lowerStacker.backstopPositionMm,REAL,,,,Var,ReadWrite,285
.hmiCommands.lowerStacker.conveyorLevelerAutoCmd,BOOL,,,,Var,ReadWrite,286
.hmiCommands.lowerStacker.conveyorLevelerUpCmd,BOOL,,,,Var,ReadWrite,287
.hmiCommands.lowerStacker.conveyorLevelerHomeCmd,BOOL,,,,Var,ReadWrite,288
.hmiCommands.lowerStacker.conveyorLevelerDownCmd,BOOL,,,,Var,ReadWrite,289
.hmiStatus.lowerStacker.stackHeightMm,REAL,,,,Var,ReadWrite,290
.hmiStatus.lowerStacker.conveyorLevelerPositionMm,REAL,,,,Var,ReadWrite,291
.hmiCommands.upperStacker.startCmd,BOOL,,,,Var,ReadWrite,292
.hmiCommands.upperStacker.stopCmd,BOOL,,,,Var,ReadWrite,293
.hmiCommands.upperStacker.sheetConveyorsSpeedUpCmd,BOOL,,,,Var,ReadWrite,294
.hmiCommands.upperStacker.packageCompleteCmd,BOOL,,,,Var,ReadWrite,295
.hmiCommands.upperStacker.sheetStackDischargeConveyorManualRunCmd,BOOL,,,,Var,ReadWrite,296
.hmiCommands.upperStacker.backstopAutoCmd,BOOL,,,,Var,ReadWrite,297
.hmiCommands.upperStacker.backstopCloseCmd,BOOL,,,,Var,ReadWrite,298
.hmiCommands.upperStacker.backstopHomeCmd,BOOL,,,,Var,ReadWrite,299
.hmiCommands.upperStacker.backstopOpenCmd,BOOL,,,,Var,ReadWrite,300
.hmiCommands.upperStacker.backstopExecutePositioningCmd,BOOL,,,,Var,ReadWrite,301
.machineConfig.upperStacker.backstopSheetLengthOffsetMm,REAL,,,,Var,ReadWrite,302
.hmiStatus.upperStacker.backstopPositionMm,REAL,,,,Var,ReadWrite,303
.hmiCommands.upperStacker.elevatorAutoCmd,BOOL,,,,Var,ReadWrite,304
.hmiCommands.upperStacker.elevatorUpCmd,BOOL,,,,Var,ReadWrite,305
.hmiCommands.upperStacker.elevatorHomeCmd,BOOL,,,,Var,ReadWrite,306
.hmiCommands.upperStacker.elevatorDownCmd,BOOL,,,,Var,ReadWrite,307
